step,hour_of_day,source_flow_Ls,leak_active,leak_node,pressure_15,pressure_35,pressure_101,pressure_105,pressure_113,pressure_201
309,5.25,487.18542,0,,36.179665,42.82244,41.882404,42.15532,48.28869,44.641987
310,5.5,487.38943,0,,36.167847,42.84124,41.881237,42.152676,48.292057,44.664433
311,5.75,487.5858,0,,36.156574,42.859127,41.88007,42.150105,48.2952,44.685978
312,6.0,483.46405,0,,36.286373,42.987984,42.13571,42.377453,48.482914,44.839737
313,6.25,483.13205,0,,36.308437,43.02498,42.156868,42.401302,48.511433,44.88019
314,6.5,482.79715,0,,36.33067,43.061436,42.17796,42.425106,48.539757,44.920044
315,6.75,482.4597,0,,36.353043,43.09735,42.198975,42.44885,48.567883,44.959305
316,7.0,482.58582,0,,39.815086,43.011917,41.708855,42.101433,48.342346,44.79825
317,7.25,482.3142,0,,39.83324,43.0327,41.72362,42.118298,48.36102,44.82087
318,7.5,482.04312,0,,39.851288,43.053352,41.738327,42.1351,48.379604,44.843285
319,7.75,481.77274,0,,39.86927,43.073868,41.752968,42.15183,48.398087,44.865498
320,8.0,480.9573,0,,39.945576,43.147118,42.03285,42.366463,48.55161,44.948727
321,8.25,480.60962,0,,39.968834,43.176052,42.05225,42.388565,48.576565,44.97978
322,8.5,480.26248,0,,39.992027,43.204647,42.071533,42.410545,48.601334,45.010437
323,8.75,479.91592,0,,40.015156,43.232933,42.090706,42.432404,48.62592,45.04072
324,9.0,486.47156,0,,39.81104,43.164417,41.664085,42.06957,48.3714,44.933933
325,9.25,486.814,0,,39.7896,43.156197,41.650616,42.053383,48.357117,44.928883
326,9.5,487.15387,0,,39.76823,43.14676,41.63688,42.03697,48.342293,44.922665
327,9.75,487.49078,0,,39.746967,43.13633,41.622967,42.02039,48.327053,44.915474
328,10.0,487.613,0,,39.74025,43.132656,41.658943,42.04204,48.337868,44.9524
329,10.25,487.9176,0,,39.72117,43.12451,41.646748,42.02746,48.324738,44.947403
330,10.5,488.21902,0,,39.70222,43.115475,41.634403,42.012745,48.31125,44.941505
331,10.75,488.51697,0,,39.68342,43.105694,41.621952,41.997967,48.297474,44.93483
332,11.0,489.9587,0,,35.951344,43.04219,41.315044,41.748302,48.120697,44.83716
333,11.25,490.41092,0,,35.921196,43.01686,41.292953,41.722664,48.094353,44.81416
334,11.5,490.85934,0,,35.891296,42.991447,41.270954,41.69715,48.06806,44.790936
335,11.75,491.30405,0,,35.861626,42.96597,41.249043,41.671753,48.041832,44.76751
336,12.0,491.5363,0,,35.862595,42.967762,41.304375,41.705505,48.06106,44.824627
337,12.25,491.94003,0,,35.83573,42.947346,41.28531,41.683277,48.038662,44.80663
338,12.5,492.34012,0,,35.8091,42.926678,41.266285,41.661114,48.016228,44.788258
339,12.75,492.73654,0,,35.7827,42.905804,41.247307,41.639034,47.993786,44.769558
340,13.0,492.7638,0,,35.82525,42.929375,41.420364,41.760292,48.069427,44.813713
341,13.25,493.07492,0,,35.804916,42.923035,41.408443,41.745987,48.056915,44.808834
342,13.5,493.38416,0,,35.784676,42.91509,41.396126,41.731293,48.04365,44.802544
343,13.75,493.69077,0,,35.76458,42.905888,41.38353,41.71634,48.029823,44.795128
344,14.0,493.59503,0,,35.83684,42.938564,41.6545,41.912956,48.151134,44.90002
345,14.25,493.8028,0,,35.824123,42.94672,41.650143,41.907207,48.148907,44.909504
346,14.5,494.00433,0,,35.811802,42.95385,41.6457,41.901413,48.14635,44.91804
347,14.75,494.19992,0,,35.799866,42.959938,41.641155,41.895557,48.143463,44.925625
348,15.0,502.30307,0,,35.307076,42.2259,33.15401,37.367115,45.491894,44.31273
349,15.25,503.17084,0,,35.24733,42.16256,33.091923,37.30536,45.429268,44.258152
350,15.5,504.03613,0,,35.18768,42.099155,33.029797,37.243576,45.366596,44.202656
351,15.75,504.89932,0,,35.12809,42.035633,32.967594,37.18173,45.303837,44.146187
352,16.0,503.99356,0,,38.615803,42.088524,33.07173,37.285446,45.381683,44.187428
353,16.25,504.73328,0,,38.565098,42.03415,33.018543,37.23256,45.32806,44.14073
354,16.5,505.46973,0,,38.514324,41.97989,32.965485,37.1798,45.274567,44.0934
355,16.75,506.20377,0,,38.46367,41.925674,32.91247,37.127094,45.22112,44.04536
356,17.0,506.53015,0,,38.45075,41.912453,32.950565,37.1621,45.234066,44.03514
357,17.25,507.2236,0,,38.402863,41.862354,32.901386,37.113163,45.184612,43.991676
358,17.5,507.914,0,,38.355133,41.812363,32.852318,37.06433,45.135265,43.947643
359,17.75,508.6017,0,,38.30753,41.762436,32.80333,37.015575,45.086,43.902985
360,18.0,508.61835,0,,38.333176,41.804577,32.943447,37.14935,45.18779,43.962975
361,18.25,509.2259,0,,38.291225,41.7641,32.90319,37.1091,45.14753,43.93058
362,18.5,509.83005,0,,38.249462,41.72369,32.862984,37.068913,45.1073,43.897423
363,18.75,510.43076,0,,38.2079,41.683365,32.822865,37.028816,45.067165,43.863613
364,19.0,510.96643,0,,38.167793,41.638115,32.780533,36.986835,45.02451,43.836044
365,19.25,511.5589,0,,38.12672,41.597893,32.740578,36.946926,44.98452,43.801235
366,19.5,512.1481,0,,38.085846,41.55777,32.700733,36.907127,44.944633,43.765938
367,19.75,512.7342,0,,38.04514,41.5177,32.66095,36.867405,44.904797,43.730103
368,20.0,514.76276,0,,37.858685,41.319973,32.250217,36.47055,44.590725,43.538593
369,20.25,515.4831,0,,37.808098,41.263737,32.19552,36.41627,44.535385,43.48049
370,20.5,830.8987,0,,38.763176,41.694786,32.80029,37.05992,45.090355,43.858425
371,20.75,830.56036,0,,38.811394,41.724907,32.834454,37.095047,45.123596,43.879913
372,21.0,830.5547,0,,38.79307,41.69149,32.671944,36.941547,45.019325,43.804626
373,21.25,830.27234,0,,38.83265,41.705418,32.69159,36.96255,45.037148,43.81057
374,21.5,829.98737,0,,38.872715,41.721478,32.712982,36.985218,45.056866,43.819206
375,21.75,829.7005,0,,38.91317,41.73945,32.73594,37.00936,45.078274,43.830235
376,22.0,831.0227,0,,35.067593,41.542694,32.158955,36.45815,44.69886,43.53566
377,22.25,830.88495,0,,35.08894,41.522507,32.14722,36.448364,44.683857,43.50755
378,22.5,830.7481,0,,35.109924,41.503452,32.136326,36.43936,44.66982,43.48114
379,22.75,830.6123,0,,35.13056,41.485516,32.126255,36.43113,44.65672,43.456383
380,23.0,831.87146,0,,34.704815,41.050034,31.018444,35.402374,43.922165,42.9232
381,23.25,831.8367,0,,34.7082,41.009644,30.989239,35.37517,43.888924,42.87149
382,23.5,831.80444,0,,34.71106,40.970226,30.960592,35.34849,43.85635,42.821365
383,23.75,831.77515,0,,34.71341,40.931744,30.932484,35.3223,43.82442,42.77279
384,0.0,824.8838,0,,29.38964,41.3065,31.939257,36.288166,44.50009,43.23157
385,0.25,824.5992,0,,29.433565,41.326374,31.963146,36.313087,44.52241,43.242405
386,0.5,824.31445,0,,29.47736,41.347214,31.98782,36.338753,44.5456,43.254875
387,0.75,824.02985,0,,29.521015,41.36898,32.01323,36.365105,44.569607,43.268837
388,1.0,819.81604,0,,29.565804,42.08706,39.998116,41.117424,47.37526,43.732853
389,1.25,819.35095,0,,29.635897,42.151558,40.050777,41.178093,47.437416,43.78069
390,1.5,818.8872,0,,29.705736,42.215935,40.103313,41.238617,47.49946,43.829185
391,1.75,818.4241,0,,29.775404,42.280434,40.15587,41.29913,47.56157,43.878815
392,2.0,814.552,0,,30.632153,42.951405,41.54364,42.388466,48.546787,44.627228
393,2.25,813.9301,0,,30.724035,43.04831,41.61753,42.473103,48.63747,44.71918
394,2.5,813.3096,0,,30.81569,43.14484,41.690994,42.557354,48.727352,44.811024
395,2.75,812.6904,0,,30.907106,43.240986,41.76424,42.641365,48.81695,44.902725
396,3.0,812.0797,0,,31.012976,43.314564,41.86719,42.740566,48.908085,44.931545
397,3.25,484.70306,0,,29.833889,42.385876,40.69961,41.334793,47.646004,44.049004
398,3.5,484.99942,0,,29.815746,42.399376,40.69384,41.326008,47.644608,44.06038
399,3.75,485.28824,0,,29.798157,42.41206,40.688072,41.317318,47.642998,44.071125
400,4.0,483.768,0,,30.439436,42.801964,42.267925,42.448524,48.45694,44.67171
401,4.25,483.53793,0,,30.454916,42.84515,42.287563,42.47023,48.485447,44.719425
402,4.5,483.29608,0,,30.471096,42.88791,42.30744,42.492264,48.514084,44.766647
403,4.75,483.04352,0,,30.487913,42.93021,42.327538,42.514587,48.54281,44.813362
404,5.0,486.97812,0,,36.19174,42.8024,41.883335,42.157757,48.284805,44.618298
405,5.25,487.18994,0,,36.17936,42.822067,41.882153,42.15503,48.28837,44.641605
406,5.5,487.394,0,,36.167545,42.840874,41.880985,42.15239,48.291733,44.664055
407,5.75,487.5903,0,,36.15627,42.85876,41.879818,42.14982,48.29488,44.685608
408,6.0,483.4686,0,,36.28607,42.98763,42.135464,42.377174,48.482605,44.83938
409,6.25,483.13657,0,,36.308136,43.024628,42.156624,42.401024,48.511124,44.879833
410,6.5,482.80164,0,,36.330368,43.061085,42.177715,42.42483,48.539448,44.91969
411,6.75,482.46417,0,,36.352745,43.097008,42.198734,42.44857,48.567577,44.95895
412,7.0,482.59036,0,,39.81479,43.011562,41.708607,42.101147,48.342037,44.797886
413,7.25,482.31873,0,,39.83294,43.03235,41.723373,42.11802,48.360706,44.82051
414,7.5,482.04758,0,,39.85099,43.053005,41.738083,42.134823,48.37929,44.842937
415,7.75,481.77716,0,,39.868973,43.073524,41.75273,42.151558,48.39778,44.86515
416,8.0,480.96173,0,,39.945282,43.14679,42.032608,42.366196,48.551315,44.948387
417,8.25,480.61407,0,,39.968544,43.17572,42.052017,42.388298,48.57627,44.979446
418,8.5,480.26688,0,,39.99174,43.204323,42.0713,42.41028,48.60104,45.010105
419,8.75,479.92026,0,,40.014866,43.232605,42.090477,42.43214,48.625626,45.04039
420,9.0,486.47592,0,,39.81075,43.16408,41.663845,42.069298,48.3711,44.933594
421,9.25,486.81836,0,,39.789314,43.155872,41.650383,42.05312,48.356823,44.928547
422,9.5,487.15817,0,,39.767944,43.14644,41.63665,42.0367,48.342,44.922337
423,9.75,487.4951,0,,39.74668,43.136013,41.622734,42.020126,48.326763,44.915154
424,10.0,487.61728,0,,39.739964,43.13234,41.65872,42.041775,48.337578,44.95208
425,10.25,487.9219,0,,39.720886,43.124203,41.64652,42.027195,48.324455,44.94708
426,10.5,488.22327,0,,39.70194,43.115166,41.634174,42.01249,48.310966,44.94119
427,10.75,488.52118,0,,39.68314,43.105392,41.621727,41.997707,48.297195,44.93452
428,11.0,489.9629,0,,35.951065,43.041897,41.314823,41.74805,48.12042,44.836853
429,11.25,490.4151,0,,35.92092,43.016567,41.292736,41.722416,48.094078,44.813854
430,11.5,490.8635,0,,35.89102,42.991158,41.270737,41.6969,48.067787,44.790634
431,11.75,491.3081,0,,35.86135,42.965675,41.248825,41.671505,48.041565,44.767212
432,12.0,491.54034,0,,35.862328,42.96747,41.304157,41.705257,48.060787,44.82433
433,12.25,491.94406,0,,35.835464,42.947056,41.28509,41.683025,48.03839,44.80633
434,12.5,492.34412,0,,35.80883,42.9264,41.26607,41.66087,48.015965,44.787964
435,12.75,492.74057,0,,35.78243,42.905518,41.24709,41.638786,47.993523,44.76926
436,13.0,492.7678,0,,35.824986,42.929085,41.420155,41.760044,48.06916,44.813423
437,13.25,493.07892,0,,35.80465,42.922752,41.408234,41.745743,48.056656,44.808544
438,13.5,493.3881,0,,35.78441,42.914806,41.395916,41.731052,48.04339,44.80226
439,13.75,493.6947,0,,35.764313,42.905605,41.38332,41.716103,48.029564,44.79484
440,14.0,493.599,0,,35.836582,42.938286,41.65429,41.91272,48.15087,44.899742
441,14.25,493.80673,0,,35.823864,42.946445,41.649933,41.90697,48.148643,44.90922
442,14.5,494.00827,0,,35.811543,42.953575,41.645493,41.901176,48.146095,44.917763
443,14.75,494.2038,0,,35.799606,42.95967,41.64095,41.89532,48.143208,44.92535
444,15.0,502.3067,0,,35.306824,42.22564,33.153755,37.366856,45.491642,44.312458
445,15.25,503.17444,0,,35.247086,42.162296,33.091667,37.305103,45.429012,44.25788
446,15.5,504.03976,0,,35.187428,42.098896,33.02954,37.243324,45.366344,44.20239
447,15.75,504.90283,0,,35.127846,42.035378,32.967346,37.181477,45.303585,44.145924
448,16.0,503.99716,0,,38.61556,42.088264,33.071476,37.285187,45.381424,44.18717
449,16.25,504.7368,0,,38.56485,42.033894,33.018295,37.232307,45.32781,44.140465
450,16.5,505.47333,0,,38.51408,41.979637,32.965233,37.17955,45.274315,44.093136
451,16.75,506.20728,0,,38.46342,41.925415,32.912224,37.12685,45.220867,44.04511
452,17.0,506.53375,0,,38.45051,41.9122,32.950314,37.161854,45.233814,44.03488
453,17.25,507.22705,0,,38.402622,41.862103,32.901142,37.112915,45.18436,43.991425
454,17.5,507.9175,0,,38.35489,41.81211,32.85207,37.064083,45.135017,43.947388
455,17.75,508.6052,0,,38.307293,41.762184,32.803085,37.015335,45.08575,43.90273
456,18.0,508.62183,0,,38.33293,41.804325,32.943203,37.1491,45.187542,43.962727
457,18.25,509.22937,0,,38.290985,41.76385,32.90295,37.10886,45.14728,43.93033
458,18.5,509.83347,0,,38.249226,41.723442,32.86274,37.068672,45.107056,43.89717
459,18.75,510.43414,0,,38.20767,41.68312,32.822624,37.028576,45.066925,43.863365
460,19.0,510.96982,0,,38.167564,41.63787,32.780293,36.986595,45.02427,43.8358
461,19.25,511.56235,0,,38.12649,41.59765,32.74034,36.94669,44.98428,43.800987
462,19.5,512.1515,0,,38.085613,41.55753,32.700493,36.90689,44.94439,43.765694
463,19.75,512.7374,0,,38.04491,41.517464,32.660713,36.867165,44.90456,43.729862
464,20.0,514.76605,0,,37.85845,41.319736,32.24998,36.470318,44.590485,43.538357
465,20.25,515.4863,0,,37.80787,41.2635,32.195286,36.41604,44.535152,43.48025
466,20.5,830.8973,0,,38.763393,41.694927,32.80045,37.060085,45.090504,43.858532
467,20.75,830.5589,0,,38.811607,41.725056,32.834618,37.09521,45.123756,43.880028
468,21.0,830.5533,0,,38.79329,41.691635,32.672108,36.94171,45.019485,43.804745
469,21.25,830.2708,0,,38.83286,41.705563,32.691753,36.96272,45.037304,43.81069
470,21.5,829.98596,0,,38.87293,41.721634,32.71315,36.98539,45.057026,43.819336
471,21.75,829.699,0,,38.913387,41.73961,32.736107,37.009533,45.078434,43.83037
472,22.0,831.0212,0,,35.067825,41.542866,32.159134,36.458336,44.699043,43.53581
473,22.25,830.88336,0,,35.08917,41.522682,32.147404,36.44855,44.684032,43.507706
474,22.5,830.7465,0,,35.110153,41.503628,32.136513,36.439545,44.67,43.4813
475,22.75,830.6107,0,,35.130783,41.485695,32.126442,36.431313,44.6569,43.456543
476,23.0,831.86975,0,,34.70505,41.05023,31.018646,35.402576,43.92236,42.923378
477,23.25,831.835,0,,34.70843,41.00984,30.989443,35.37538,43.889122,42.871666
478,23.5,831.8029,0,,34.711292,40.970417,30.960796,35.348698,43.85655,42.82155
479,23.75,831.77356,0,,34.713642,40.93194,30.932688,35.322502,43.824623,42.772972
480,0.0,824.8823,0,,29.389862,41.306683,31.939445,36.28835,44.50027,43.231743
481,0.25,824.5977,0,,29.433783,41.326553,31.963331,36.313274,44.5226,43.242577
482,0.5,824.31305,0,,29.477577,41.3474,31.988005,36.338936,44.545788,43.255054
483,0.75,824.02844,0,,29.52123,41.36916,32.01342,36.365295,44.569794,43.269016
484,1.0,819.8146,0,,29.566013,42.087242,39.998272,41.117607,47.375446,43.733032
485,1.25,819.3496,0,,29.636112,42.15174,40.050934,41.178276,47.437607,43.780872
486,1.5,818.88586,0,,29.705944,42.216118,40.10347,41.2388,47.49964,43.829365
487,1.75,818.4226,0,,29.775614,42.280617,40.156025,41.29931,47.56175,43.878998
488,2.0,814.5506,0,,30.63236,42.951588,41.543793,42.38865,48.546963,44.627407
489,2.25,813.9288,0,,30.724241,43.048492,41.617683,42.47328,48.637646,44.719364
490,2.5,813.3081,0,,30.815899,43.145027,41.691147,42.557537,48.72754,44.811203
491,2.75,812.689,0,,30.90731,43.241173,41.764393,42.641544,48.817135,44.902905
492,3.0,812.07837,0,,31.01318,43.31475,41.867348,42.740746,48.908268,44.93173
493,3.25,484.70358,0,,29.833857,42.385876,40.699593,41.334763,47.64599,44.049004
494,3.5,484.99994,0,,29.815716,42.399376,40.69382,41.32598,47.644592,44.06038
495,3.75,485.2888,0,,29.79812,42.412056,40.688053,41.317295,47.64298,44.071125
496,4.0,483.76855,0,,30.4394,42.80195,42.267902,42.448498,48.456913,44.6717
497,4.25,483.53842,0,,30.454882,42.845135,42.287544,42.470203,48.485428,44.719414
498,4.5,483.29657,0,,30.47106,42.887897,42.307426,42.49224,48.514065,44.76664
499,4.75,483.044,0,,30.48788,42.9302,42.32752,42.51457,48.54278,44.813347
500,5.0,486.97858,0,,36.191708,42.80239,41.883312,42.15773,48.284782,44.618286
501,5.25,487.19043,0,,36.179333,42.822052,41.882133,42.155006,48.288345,44.641594
502,5.5,487.39444,0,,36.16751,42.84086,41.880966,42.152363,48.29171,44.664043
503,5.75,487.59082,0,,36.15624,42.858746,41.8798,42.1498,48.29486,44.685596
504,6.0,483.46902,0,,36.286045,42.987617,42.135445,42.37715,48.482582,44.839367
505,6.25,483.137,0,,36.30811,43.024612,42.156605,42.401005,48.5111,44.879818
506,6.5,482.80206,0,,36.33034,43.061073,42.177704,42.42481,48.539433,44.919678
507,6.75,482.46454,0,,36.35272,43.09699,42.198715,42.44855,48.567562,44.958935
508,7.0,482.5907,0,,39.81476,43.01155,41.708588,42.10113,48.342022,44.797874
509,7.25,482.3191,0,,39.832916,43.032333,41.723354,42.117996,48.360687,44.820496
510,7.5,482.04797,0,,39.850964,43.05299,41.738064,42.134804,48.379272,44.842922
511,7.75,481.77753,0,,39.868954,43.07351,41.752712,42.15154,48.397766,44.865135
512,8.0,480.9621,0,,39.94526,43.14677,42.032597,42.36617,48.551292,44.94837
513,8.25,480.6144,0,,39.96852,43.1757,42.052,42.388275,48.57625,44.979427
514,8.5,480.26724,0,,39.991714,43.204304,42.071285,42.410255,48.60102,45.01009
515,8.75,479.92062,0,,40.014843,43.232594,42.090458,42.43212,48.625607,45.040375
516,9.0,486.4763,0,,39.810726,43.164066,41.66383,42.06928,48.371082,44.93358
517,9.25,486.81866,0,,39.78929,43.155853,41.650364,42.053097,48.356808,44.92853
518,9.5,487.15857,0,,39.767918,43.14642,41.636635,42.036682,48.341984,44.92232
519,9.75,487.49542,0,,39.746655,43.135994,41.62272,42.020107,48.326748,44.915134
520,10.0,487.61765,0,,39.73994,43.13232,41.658703,42.041756,48.33756,44.952065
521,10.25,487.92218,0,,39.720867,43.124184,41.646503,42.027172,48.32443,44.947067
522,10.5,488.2236,0,,39.70192,43.115147,41.63416,42.01247,48.31094,44.94117
523,10.75,488.52155,0,,39.683117,43.105373,41.62171,41.99769,48.29718,44.9345
524,11.0,489.9632,0,,35.951046,43.041878,41.314808,41.74803,48.1204,44.836834
525,11.25,490.41544,0,,35.920902,43.01655,41.29272,41.722397,48.09406,44.813835
526,11.5,490.8638,0,,35.891,42.99114,41.270718,41.69688,48.067764,44.79062
527,11.75,491.3084,0,,35.861332,42.965656,41.24881,41.671486,48.041542,44.767193
528,12.0,491.54068,0,,35.862305,42.967453,41.304142,41.70524,48.060772,44.82431
529,12.25,491.94437,0,,35.835445,42.947037,41.28508,41.683014,48.038372,44.806316
530,12.5,492.34448,0,,35.80881,42.926373,41.266052,41.66085,48.01595,44.787945
531,12.75,492.74084,0,,35.78241,42.9055,41.247078,41.638767,47.9935,44.769245
532,13.0,492.7681,0,,35.82496,42.929066,41.420135,41.760025,48.069145,44.813408
533,13.25,493.07928,0,,35.804626,42.922733,41.408222,41.745724,48.056633,44.808525
534,13.5,493.38843,0,,35.78439,42.91479,41.395897,41.731037,48.043373,44.802242
535,13.75,493.695,0,,35.764294,42.905586,41.383305,41.716084,48.029545,44.794823
536,14.0,493.59927,0,,35.83656,42.938267,41.654274,41.9127,48.150856,44.899723
537,14.25,493.80704,0,,35.823837,42.94643,41.64992,41.906956,48.14863,44.909206
538,14.5,494.00854,0,,35.811523,42.95356,41.64548,41.901157,48.146076,44.917744
539,14.75,494.2041,0,,35.799587,42.959644,41.640938,41.8953,48.143192,44.92533
540,15.0,502.30695,0,,35.306805,42.22562,33.153736,37.366837,45.49162,44.31244
541,15.25,503.17465,0,,35.247066,42.16228,33.09165,37.305084,45.42899,44.257866
542,15.5,504.03995,0,,35.18741,42.098877,33.029522,37.243305,45.36632,44.20237
543,15.75,504.90314,0,,35.127827,42.03536,32.967327,37.18146,45.303566,44.145905
544,16.0,503.99744,0,,38.61554,42.088245,33.07146,37.28517,45.38141,44.18715
545,16.25,504.7371,0,,38.56483,42.03388,33.018276,37.23229,45.32779,44.14045
546,16.5,505.47354,0,,38.514065,41.979618,32.965214,37.17953,45.274296,44.093117
547,16.75,506.20752,0,,38.4634,41.925396,32.912205,37.12683,45.220848,44.04509
548,17.0,506.53394,0,,38.45049,41.91218,32.950294,37.161835,45.233795,44.034866
549,17.25,507.2273,0,,38.402603,41.862083,32.901123,37.112896,45.184345,43.991405
550,17.5,507.9177,0,,38.35487,41.81209,32.85206,37.064068,45.135002,43.94737
551,17.75,508.6054,0,,38.307274,41.76217,32.803066,37.015316,45.085728,43.902714
552,18.0,508.62204,0,,38.332916,41.804306,32.943184,37.149086,45.187527,43.962708
553,18.25,509.22955,0,,38.290966,41.763836,32.90293,37.10884,45.147266,43.93031
554,18.5,509.83368,0,,38.249207,41.72343,32.86272,37.068653,45.10704,43.897156
555,18.75,510.4344,0,,38.207653,41.6831,32.822605,37.028557,45.066902,43.863346
556,19.0,510.97006,0,,38.167545,41.63785,32.780273,36.986576,45.024254,43.83578
557,19.25,511.5626,0,,38.126472,41.597633,32.740322,36.94667,44.98426,43.80097
558,19.5,512.1517,0,,38.085594,41.55751,32.700478,36.90687,44.944374,43.76568
559,19.75,512.73773,0,,38.044895,41.517445,32.660694,36.867146,44.90454,43.729843
560,20.0,514.7663,0,,37.858437,41.31972,32.249966,36.4703,44.590473,43.538338
561,20.25,515.4866,0,,37.807854,41.26348,32.19527,36.416023,44.535137,43.480232
562,20.5,830.8974,0,,38.763374,41.694912,32.80043,37.060066,45.090496,43.85852
563,20.75,830.559,0,,38.81159,41.725037,32.834602,37.0952,45.12374,43.88001
564,21.0,830.55334,0,,38.79327,41.691616,32.67209,36.941692,45.019466,43.80473
565,21.25,830.27094,0,,38.83284,41.705544,32.691734,36.9627,45.037292,43.810673
566,21.5,829.986,0,,38.87291,41.721615,32.713135,36.98537,45.05702,43.819317
567,21.75,829.6991,0,,38.91337,41.739594,32.736095,37.009514,45.078426,43.830353
568,22.0,831.02124,0,,35.067806,41.54285,32.15912,36.45832,44.699024,43.535793
569,22.25,830.8835,0,,35.08915,41.522663,32.147385,36.448532,44.68402,43.507687
570,22.5,830.74664,0,,35.110134,41.50361,32.136494,36.439533,44.66998,43.48128
571,22.75,830.61084,0,,35.13077,41.48568,32.126427,36.431293,44.65688,43.456524
572,23.0,831.86993,0,,34.705032,41.05021,31.018633,35.402557,43.922348,42.92336
573,23.25,831.8351,0,,34.708416,41.00982,30.989424,35.375362,43.889103,42.871655
574,23.5,831.8031,0,,34.71128,40.970398,30.960777,35.34868,43.856537,42.82153
575,23.75,831.7737,0,,34.713627,40.931923,30.932669,35.322483,43.824608,42.772953
576,0.0,824.88245,0,,29.389849,41.306664,31.939426,36.288334,44.50026,43.231724
577,0.25,824.59784,0,,29.433764,41.326534,31.963318,36.31326,44.52258,43.24256
578,0.5,824.31323,0,,29.477558,41.34738,31.987991,36.338924,44.54577,43.255035
579,0.75,824.0285,0,,29.521217,41.36915,32.0134,36.365276,44.56978,43.268997
580,1.0,819.8147,0,,29.566,42.087223,39.99826,41.11759,47.37543,43.733013
581,1.25,819.3497,0,,29.636093,42.15173,40.050922,41.17826,47.437584,43.780853
582,1.5,818.886,0,,29.705929,42.2161,40.10346,41.23878,47.499622,43.82935
583,1.75,818.4228,0,,29.775595,42.280605,40.156013,41.299297,47.56174,43.87898
584,2.0,814.5507,0,,30.632343,42.951572,41.543785,42.38863,48.54695,44.62739
585,2.25,813.92883,0,,30.724224,43.048477,41.617672,42.473267,48.637634,44.71935
586,2.5,813.3083,0,,30.81588,43.14501,41.69113,42.55752,48.727524,44.81119
587,2.75,812.68915,0,,30.907297,43.241158,41.764378,42.64153,48.817123,44.902885
588,3.0,812.0785,0,,31.013166,43.31473,41.86733,42.74073,48.908257,44.931713
589,3.25,484.7038,0,,29.83384,42.385857,40.699585,41.334747,47.645973,44.04899
590,3.5,485.00012,0,,29.815697,42.399357,40.693813,41.32597,47.644577,44.060364
591,3.75,485.289,0,,29.798107,42.412037,40.68804,41.31728,47.642967,44.071106
592,4.0,483.7688,0,,30.43938,42.801933,42.26789,42.448486,48.4569,44.671688
593,4.25,483.5387,0,,30.454865,42.845123,42.28753,42.47019,48.485413,44.719402
594,4.5,483.29684,0,,30.471046,42.887882,42.307415,42.49223,48.514053,44.76663
595,4.75,483.04425,0,,30.487867,42.93018,42.327503,42.514553,48.54277,44.813335
596,5.0,486.97885,0,,36.191692,42.802372,41.8833,42.15772,48.28477,44.618267
597,5.25,487.1907,0,,36.179314,42.82204,41.882122,42.154995,48.288338,44.641582
598,5.5,487.39468,0,,36.167496,42.84084,41.880955,42.15235,48.291695,44.664032
599,5.75,487.59103,0,,36.156223,42.85873,41.87979,42.149784,48.294846,44.68558
600,6.0,483.46924,0,,36.28603,42.9876,42.135437,42.377136,48.48257,44.83935
601,6.25,483.13718,0,,36.308094,43.024593,42.156597,42.400993,48.511086,44.879803
602,6.5,482.80228,0,,36.330326,43.061054,42.17769,42.424793,48.539417,44.919662
603,6.75,482.46475,0,,36.352707,43.096977,42.198708,42.448536,48.567543,44.958923
604,7.0,482.5909,0,,39.814743,43.011536,41.708576,42.101116,48.342003,44.797863
605,7.25,482.3193,0,,39.832905,43.03232,41.723343,42.11798,48.360676,44.820484
606,7.5,482.0482,0,,39.85095,43.052975,41.738052,42.13479,48.37926,44.84291
607,7.75,481.77774,0,,39.868935,43.073494,41.752697,42.151524,48.39775,44.86512
608,8.0,480.9623,0,,39.945244,43.146755,42.03258,42.36616,48.551285,44.94836
609,8.25,480.61462,0,,39.968506,43.17569,42.051987,42.388268,48.57624,44.979412
610,8.5,480.26746,0,,39.991703,43.204292,42.07127,42.410248,48.601006,45.010075
611,8.75,479.92084,0,,40.01483,43.23258,42.090446,42.432106,48.62559,45.040363
612,9.0,486.4765,0,,39.81071,43.16405,41.663822,42.069267,48.37107,44.933563
613,9.25,486.81888,0,,39.789276,43.155838,41.650352,42.053085,48.35679,44.92852
614,9.5,487.15875,0,,39.767906,43.146408,41.636623,42.03667,48.341965,44.92231
615,9.75,487.49564,0,,39.746643,43.13598,41.622704,42.0201,48.32673,44.91512
616,10.0,487.61783,0,,39.739925,43.132305,41.658688,42.041744,48.337543,44.952053
617,10.25,487.9224,0,,39.72085,43.12417,41.646492,42.027164,48.32442,44.947052
618,10.5,488.22382,0,,39.701904,43.115135,41.63415,42.012455,48.310936,44.941154
619,10.75,488.5217,0,,39.68311,43.10536,41.6217,41.997677,48.297165,44.934483
620,11.0,489.96335,0,,35.95103,43.041866,41.314796,41.748016,48.120388,44.836823
621,11.25,490.4156,0,,35.92089,43.016537,41.292706,41.72238,48.09404,44.813824
622,11.5,490.86395,0,,35.890987,42.991123,41.270706,41.696865,48.067757,44.790604
623,11.75,491.30865,0,,35.861317,42.965645,41.248802,41.671474,48.04153,44.767178
624,12.0,491.5409,0,,35.86229,42.96744,41.304134,41.705227,48.06076,44.824303
625,12.25,491.94458,0,,35.83543,42.94702,41.28507,41.683,48.03836,44.806305
