step,hour_of_day,source_flow_Ls,leak_active,leak_node,pressure_15,pressure_35,pressure_101,pressure_105,pressure_113,pressure_201
626,12.5,492.3446,0,,35.8088,42.926365,41.266045,41.660843,48.015934,44.787933
627,12.75,492.74106,0,,35.7824,42.905487,41.247066,41.63876,47.993496,44.76923
628,13.0,492.76825,0,,35.82495,42.92905,41.420128,41.760017,48.069134,44.813396
629,13.25,493.07944,0,,35.80461,42.922718,41.408203,41.74571,48.056625,44.80851
630,13.5,493.3886,0,,35.784378,42.914772,41.39589,41.73102,48.043358,44.802227
631,13.75,493.6952,0,,35.764282,42.905575,41.383293,41.716076,48.029537,44.794815
632,14.0,493.5995,0,,35.83655,42.938255,41.654266,41.91269,48.150845,44.89971
633,14.25,493.8072,0,,35.82383,42.94642,41.649914,41.906944,48.148617,44.909195
634,14.5,494.0088,0,,35.811512,42.953545,41.645466,41.90115,48.14606,44.91773
635,14.75,494.20428,0,,35.799576,42.959637,41.640926,41.89529,48.14318,44.925316
636,15.0,502.30713,0,,35.306797,42.22561,33.153725,37.366825,45.49161,44.312424
637,15.25,503.17484,0,,35.24705,42.16227,33.091637,37.305077,45.428986,44.257854
638,15.5,504.0402,0,,35.1874,42.098866,33.02951,37.243294,45.36631,44.202362
639,15.75,504.90332,0,,35.12781,42.035343,32.96731,37.18145,45.30355,44.145897
640,16.0,503.99762,0,,38.615524,42.088234,33.07145,37.28516,45.381397,44.187138
641,16.25,504.7372,0,,38.564816,42.033863,33.018265,37.23228,45.32778,44.140434
642,16.5,505.47372,0,,38.514053,41.979603,32.965202,37.17952,45.27428,44.093105
643,16.75,506.2077,0,,38.463394,41.92539,32.912193,37.126816,45.220837,44.045074
644,17.0,506.5341,0,,38.450474,41.91217,32.950283,37.161827,45.233788,44.034855
645,17.25,507.22748,0,,38.402596,41.862072,32.901104,37.11289,45.184334,43.99139
646,17.5,507.91788,0,,38.354862,41.81208,32.852043,37.064056,45.134987,43.947357
647,17.75,508.6056,0,,38.307262,41.762157,32.803055,37.015305,45.08572,43.902702
648,18.0,508.62222,0,,38.332905,41.8043,32.943172,37.149075,45.187515,43.962696
649,18.25,509.2297,0,,38.290955,41.76382,32.902916,37.10883,45.147255,43.9303
650,18.5,509.83386,0,,38.2492,41.723415,32.86271,37.068638,45.10703,43.897144
651,18.75,510.4345,0,,38.207638,41.683086,32.822594,37.02855,45.06689,43.863335
652,19.0,510.97025,0,,38.167534,41.637844,32.780262,36.986565,45.024242,43.835766
653,19.25,511.5627,0,,38.12646,41.59762,32.740314,36.946655,44.984253,43.80096
654,19.5,512.15186,0,,38.085587,41.5575,32.700462,36.90686,44.944363,43.765663
655,19.75,512.7379,0,,38.04488,41.517433,32.660683,36.867138,44.904533,43.72983
656,20.0,514.7664,0,,37.858425,41.31971,32.249954,36.47029,44.590458,43.53833
657,20.25,515.4867,0,,37.80784,41.26347,32.19526,36.41601,44.535126,43.480225
658,20.5,830.89746,0,,38.763363,41.6949,32.80042,37.06006,45.090477,43.858505
659,20.75,830.559,0,,38.811577,41.72503,32.83459,37.095184,45.123726,43.88
660,21.0,830.5534,0,,38.79326,41.69161,32.67208,36.941685,45.019455,43.804718
661,21.25,830.271,0,,38.832832,41.705536,32.691727,36.962692,45.037277,43.81066
662,21.5,829.9861,0,,38.872902,41.721603,32.713123,36.98536,45.057,43.819305
663,21.75,829.6992,0,,38.91336,41.739582,32.73608,37.009502,45.078407,43.83034
664,22.0,831.0213,0,,35.0678,41.54284,32.159107,36.45831,44.699017,43.53578
665,22.25,830.88354,0,,35.08914,41.522655,32.147377,36.44852,44.684006,43.507675
666,22.5,830.7467,0,,35.110126,41.5036,32.136482,36.439518,44.66997,43.481274
667,22.75,830.6109,0,,35.13076,41.48567,32.126415,36.431286,44.65687,43.456516
668,23.0,831.87,0,,34.705025,41.0502,31.018616,35.40255,43.92233,42.923347
669,23.25,831.8352,0,,34.708405,41.00981,30.989416,35.37535,43.88909,42.87164
670,23.5,831.80316,0,,34.711266,40.97039,30.96077,35.34867,43.85652,42.82152
671,23.75,831.7738,0,,34.713615,40.931908,30.93266,35.322475,43.824593,42.77294
672,0.0,824.8825,0,,29.389837,41.306652,31.939415,36.288322,44.500244,43.231716
673,0.25,824.5979,0,,29.433756,41.326527,31.963305,36.31325,44.522568,43.242546
674,0.5,824.3133,0,,29.477549,41.34737,31.98798,36.33891,44.545757,43.255028
675,0.75,824.02856,0,,29.521206,41.36914,32.013393,36.36527,44.569767,43.26899
676,1.0,825.9871,0,,28.788105,40.88058,30.445328,34.91535,43.583187,42.57826
677,1.25,825.8985,0,,28.802055,40.844254,30.422094,34.8942,43.555855,42.53163
678,1.5,825.81134,0,,28.815561,40.809017,30.3996,34.87373,43.52935,42.486713
679,1.75,825.726,0,,28.828602,40.774807,30.377748,34.853867,43.503586,42.443325
680,2.0,824.1604,0,,29.431156,41.07567,31.58768,35.96972,44.225452,42.86771
681,2.25,823.9446,0,,29.463919,41.08487,31.601362,35.984474,44.23741,42.87179
682,2.5,823.72797,0,,29.49669,41.09563,31.616278,36.00038,44.25072,42.877605
683,2.75,823.5108,0,,29.529444,41.10778,31.632277,36.01732,44.26523,42.884975
684,3.0,823.27625,0,,29.579746,41.11649,31.676676,36.060284,44.289856,42.84959
685,3.25,823.0615,0,,29.612022,41.12924,31.69306,36.077557,44.30486,42.85806
686,3.5,822.8467,0,,29.64425,41.14317,31.710373,36.095707,44.320896,42.867847
687,3.75,822.6318,0,,29.67641,41.15816,31.728521,36.11463,44.337856,42.87884
688,4.0,819.42834,0,,30.589577,41.873554,33.374878,37.686295,45.57888,43.773697
689,4.25,818.964,0,,30.657215,41.953514,33.45104,37.761642,45.65573,43.855644
690,4.5,818.50006,0,,30.724815,42.03305,33.526886,37.83669,45.732243,43.937134
691,4.75,818.0363,0,,30.792381,42.112167,33.60241,37.911438,45.80842,44.01816
692,5.0,822.79865,0,,36.2659,41.761192,32.99482,37.30982,45.273804,43.611202
693,5.25,822.5331,0,,36.30496,41.80796,33.039448,37.353905,45.31885,43.65951
694,5.5,822.2675,0,,36.34401,41.8544,33.083828,37.397766,45.36364,43.707455
695,5.75,822.00195,0,,36.38304,41.900524,33.127968,37.441402,45.40817,43.755047
696,6.0,780.342,0,,41.99362,45.590675,37.45594,41.864037,49.619976,47.32805
697,6.25,779.239,0,,42.15126,45.76651,37.62494,42.031567,49.79018,47.50409
698,6.5,486.76993,0,,35.972847,42.10907,33.20636,37.467808,45.494717,43.97394
699,6.75,487.39554,0,,35.931072,42.07911,33.174385,37.435287,45.463264,43.953583
700,7.0,488.50375,0,,39.217777,41.873806,32.734135,37.020023,45.144733,43.69801
701,7.25,489.19577,0,,39.17161,41.828823,32.689434,36.97536,45.09998,43.660675
702,7.5,489.88272,0,,39.12558,41.784092,32.644993,36.930954,45.05547,43.62309
703,7.75,490.56494,0,,39.079815,41.739594,32.600758,36.886765,45.011177,43.585228
704,8.0,490.47742,0,,39.11219,41.789005,32.779625,37.054474,45.12034,43.635586
705,8.25,491.0767,0,,39.07225,41.754147,32.744133,37.018787,45.085102,43.608025
706,8.5,491.67056,0,,39.03264,41.719513,32.708878,36.983337,45.050087,43.58036
707,8.75,492.25922,0,,38.993343,41.685085,32.673836,36.948112,45.015285,43.55256
708,9.0,507.3017,0,,38.317818,41.178753,31.937208,36.20965,44.390957,43.08806
709,9.25,508.4008,0,,38.241306,41.10255,31.861671,36.13434,44.3151,43.01451
710,9.5,509.49384,0,,38.16509,41.026535,31.786352,36.05925,44.239452,42.940895
711,9.75,827.4284,0,,39.199055,41.588142,32.502563,36.813236,44.902718,43.432556
712,10.0,827.1327,0,,39.235302,41.587414,32.539246,36.84996,44.922848,43.468967
713,10.25,826.95496,0,,39.259182,41.59034,32.547302,36.859173,44.929337,43.47153
714,10.5,826.77466,0,,39.283665,41.5962,32.557686,36.870583,44.938347,43.476536
715,10.75,826.59265,0,,39.308575,41.604366,32.569878,36.883694,44.94933,43.483524
716,11.0,826.99896,0,,35.67895,41.577435,32.37295,36.693684,44.835693,43.410435
717,11.25,826.89233,0,,35.693863,41.56843,32.36916,36.691135,44.830227,43.400166
718,11.5,826.78687,0,,35.70856,41.560474,32.36617,36.689327,44.82565,43.390926
719,11.75,826.6829,0,,35.72306,41.55357,32.363987,36.68826,44.821957,43.382717
720,12.0,826.52454,0,,35.761612,41.555508,32.415413,36.737537,44.85033,43.442116
721,12.25,826.4061,0,,35.778477,41.559086,32.4219,36.744705,44.855885,43.44425
722,12.5,826.28784,0,,35.795353,41.56396,32.429394,36.7528,44.86253,43.44757
723,12.75,826.16986,0,,35.812218,41.569923,32.437702,36.76166,44.870075,43.451916
724,13.0,825.8702,0,,35.899727,41.63781,32.60922,36.924477,44.986736,43.536358
725,13.25,825.71423,0,,35.922634,41.661495,32.632477,36.94764,45.010117,43.55811
726,13.5,825.55865,0,,35.94546,41.68501,32.655594,36.97067,45.033344,43.579853
727,13.75,825.4036,0,,35.96821,41.708336,32.678562,36.99355,45.05642,43.601574
728,14.0,824.8383,0,,36.113567,41.876495,32.98632,37.287323,45.297577,43.829365
729,14.25,824.62726,0,,36.14471,41.91602,33.02364,37.324097,45.335415,43.868645
730,14.5,824.416,0,,36.17586,41.955124,33.06065,37.360588,45.37293,43.907566
731,14.75,824.2048,0,,36.207012,41.99381,33.097336,37.396782,45.410095,43.946117
732,15.0,823.4919,0,,36.372444,42.184067,33.43846,37.72513,45.696487,44.16595
733,15.25,823.2269,0,,36.41138,42.234337,33.485588,37.771534,45.74419,44.217243
734,15.5,822.9616,0,,36.450356,42.28417,33.532402,37.817657,45.791557,44.268085
735,15.75,806.5962,0,,38.77587,43.686596,35.17654,39.50874,47.39609,45.60866
736,16.0,496.5132,0,,39.12275,42.10243,33.18482,37.422943,45.465137,44.0908
737,16.25,497.3129,0,,39.06798,42.06662,33.14558,37.38286,45.426735,44.064632
738,16.5,498.10742,0,,39.01349,42.030437,33.106113,37.342587,45.388084,44.037933
739,16.75,498.89694,0,,38.95933,41.99389,33.06643,37.302128,45.34919,44.01068
740,17.0,499.2441,0,,38.945908,41.990234,33.115982,37.348217,45.37875,44.019905
741,17.25,499.98743,0,,38.894855,41.95782,33.079975,37.311367,45.343452,43.996403
742,17.5,500.72635,0,,38.844105,41.92491,33.043648,37.27424,45.307804,43.972237
743,17.75,501.46072,0,,38.793636,41.89155,33.007034,37.236862,45.271835,43.947433
744,18.0,501.52,0,,38.817623,41.926144,33.151917,37.37543,45.38045,44.020702
745,18.25,502.1568,0,,38.773796,41.9053,33.125736,37.34818,45.355217,44.00752
746,18.5,502.79285,0,,38.73004,41.88316,33.098625,37.32006,45.32899,43.993027
747,18.75,503.42728,0,,38.686398,41.85989,33.07072,37.29121,45.30191,43.977367
748,19.0,503.97998,0,,38.64522,41.83244,33.041576,37.261463,45.273293,43.969563
749,19.25,504.61072,0,,38.601856,41.80685,33.01202,37.23109,45.244457,43.951557
750,19.5,505.23846,0,,38.558697,41.780518,32.981956,37.200256,45.215073,43.932518
751,19.75,505.863,0,,38.51575,41.753506,32.95144,37.169014,45.185196,43.912506
752,20.0,507.98608,0,,38.322918,41.593204,32.55983,36.788914,44.88689,43.76207
753,20.25,508.7511,0,,38.270016,41.545345,32.511353,36.740314,44.8386,43.716007
754,20.5,509.51224,0,,38.21733,41.49737,32.462822,36.691677,44.790234,43.669662
755,20.75,510.2694,0,,38.164864,41.449306,32.414246,36.643017,44.741806,43.62307
756,21.0,511.916,0,,38.02347,41.288845,32.13526,36.37456,44.527115,43.43805
757,21.25,829.3415,0,,38.959473,41.70033,32.71834,36.996414,45.05477,43.8033
758,21.5,829.0423,0,,39.002247,41.728695,32.749573,37.028397,45.085087,43.82256
759,21.75,828.74365,0,,39.044983,41.757698,32.781322,37.060856,45.115967,43.843403
760,22.0,829.9529,0,,35.22778,41.593616,32.231888,36.53594,44.763603,43.576714
761,22.25,829.8187,0,,35.247997,41.576424,32.222267,36.52812,44.75108,43.552223
762,22.5,829.68567,0,,35.267895,41.56037,32.2136,36.521183,44.739613,43.529385
763,22.75,829.55365,0,,35.287476,41.545444,32.205807,36.515057,44.729153,43.508118
764,23.0,830.67883,0,,34.87717,41.14669,31.133549,35.5205,44.031086,43.00915
765,23.25,830.6506,0,,34.879337,41.10776,31.105053,35.49393,43.998745,42.959476
766,23.5,830.6251,0,,34.880993,41.069775,31.0771,35.467857,43.967064,42.91135
767,23.75,830.6026,0,,34.88216,41.032753,31.049713,35.442295,43.936054,42.86479
768,0.0,823.9356,0,,29.53539,41.375027,32.02184,36.37402,44.577698,43.295334
769,0.25,823.6468,0,,29.579422,41.39984,32.049694,36.40269,44.604343,43.310886
770,0.5,823.3587,0,,29.623251,41.425217,32.077984,36.431774,44.631493,43.327698
771,0.75,823.0713,0,,29.666891,41.45115,32.106724,36.461258,44.65913,43.34572
772,1.0,824.93805,0,,28.943844,40.986744,30.563082,35.034706,43.697693,42.677586
773,1.25,824.8523,0,,28.957094,40.951317,30.540365,35.014023,43.670963,42.63229
774,1.5,824.7683,0,,28.969885,40.91693,30.518333,34.993973,43.645016,42.58856
775,1.75,824.68616,0,,28.98222,40.883583,30.496939,34.974518,43.619793,42.546337
776,2.0,823.1989,0,,29.575115,41.16428,31.686687,36.071014,44.32072,42.952988
777,2.25,822.9802,0,,29.608013,41.177975,31.70389,36.08909,44.336544,42.961178
778,2.5,822.76184,0,,29.640802,41.1926,31.72182,36.107838,44.353176,42.97058
779,2.75,822.54376,0,,29.673487,41.208126,31.740444,36.12723,44.370575,42.98114
780,3.0,822.3106,0,,29.72339,41.219,31.786465,36.171707,44.397083,42.947792
781,3.25,822.09576,0,,29.755518,41.234566,31.805033,36.191032,44.41451,42.958977
782,3.5,821.8811,0,,29.787539,41.25097,31.824266,36.210964,44.432663,42.9712
783,3.75,821.6669,0,,29.819448,41.26815,31.844088,36.231453,44.451485,42.984367
784,4.0,818.47,0,,30.732775,41.99511,33.50056,37.81263,45.703964,43.891563
785,4.25,818.00885,0,,30.799849,42.07528,33.576736,37.887947,45.78086,43.973827
786,4.5,817.5481,0,,30.866896,42.15502,33.652584,37.962963,45.857407,44.05561
787,4.75,817.08734,0,,30.933914,42.23432,33.728107,38.03768,45.933617,44.136932
788,5.0,805.43604,0,,38.730583,43.23846,34.726097,39.09221,46.963432,45.03052
789,5.25,804.7178,0,,38.83492,43.35387,34.8376,39.202797,47.07568,45.14569
790,5.5,804.0038,0,,38.938602,43.468536,34.948406,39.312683,47.187218,45.260166
791,5.75,803.29376,0,,39.041626,43.58247,35.0585,39.42188,47.298046,45.373947
792,6.0,487.10583,0,,35.95019,42.083595,33.181477,37.443157,45.469616,43.942135
793,6.25,487.73196,0,,35.90835,42.053383,33.149303,37.41045,45.437946,43.92171
794,6.5,488.35153,0,,35.86693,42.023315,33.117317,37.377945,45.406456,43.901176
795,6.75,488.96463,0,,35.825905,41.993374,33.08551,37.345634,45.375134,43.88053
796,7.0,490.04047,0,,39.116047,41.790726,32.64809,36.93318,45.05982,43.630608
797,7.25,490.72025,0,,39.07054,41.745537,32.60334,36.88852,45.014942,43.59209
798,7.5,491.39526,0,,39.025146,41.70061,32.55884,36.84411,44.970318,43.553356
799,7.75,492.06583,0,,38.980003,41.655914,32.514565,36.79992,44.925922,43.514397
800,8.0,491.98425,0,,39.011887,41.704258,32.69239,36.966602,45.033928,43.562225
801,8.25,492.57147,0,,38.972637,41.669422,32.65705,36.931103,44.9988,43.53422
802,8.5,493.1535,0,,38.9337,41.63481,32.621937,36.89584,44.96389,43.506107
803,8.75,493.73077,0,,38.895054,41.600357,32.586998,36.860752,44.92915,43.47776
804,9.0,508.62122,0,,38.226044,41.09802,31.855303,36.12745,44.309475,43.016262
805,9.25,509.71378,0,,38.14984,41.021538,31.779585,36.05199,44.233395,42.9417
806,9.5,827.5455,0,,39.18326,41.585632,32.497063,36.80699,44.898247,43.43428
807,9.75,827.37964,0,,39.204998,41.581917,32.499527,36.810867,44.898735,43.429905
808,10.0,827.0853,0,,39.241077,41.581497,32.536427,36.84779,44.919147,43.466335
809,10.25,826.9049,0,,39.26552,41.5867,32.546295,36.858723,44.92759,43.4705
810,10.5,826.7226,0,,39.290405,41.594284,32.558044,36.871418,44.93807,43.476715
811,10.75,826.53937,0,,39.315613,41.60381,32.571304,36.885532,44.95019,43.484653
812,11.0,826.941,0,,35.68726,41.57887,32.375927,36.697006,44.838207,43.41302
813,11.25,826.83453,0,,35.702118,41.570217,32.372406,36.694702,44.83304,43.40297
814,11.5,826.72955,0,,35.71677,41.562614,32.36969,36.69315,44.828762,43.393967
815,11.75,826.62585,0,,35.73122,41.556065,32.367775,36.692337,44.825363,43.385998
816,12.0,826.46875,0,,35.769592,41.557877,32.419086,36.741486,44.853615,43.445263
817,12.25,826.3501,0,,35.786514,41.562218,32.426163,36.749207,44.859806,43.447964
818,12.5,826.2316,0,,35.803432,41.56771,32.43412,36.757744,44.866962,43.451748
819,12.75,826.1135,0,,35.82031,41.574173,32.442818,36.766964,44.874928,43.45648
820,13.0,825.81323,0,,35.90798,41.64329,32.61529,36.93068,44.992638,43.5419
821,13.25,825.65753,0,,35.930847,41.66714,32.638664,36.95395,45.016144,43.56378
822,13.5,825.5023,0,,35.953636,41.690796,32.661884,36.977066,45.03949,43.585655
823,13.75,825.3476,0,,35.97635,41.714256,32.684948,37.00004,45.06267,43.607487
824,14.0,824.78253,0,,36.121704,41.882908,32.993088,37.294167,45.304276,43.83572
825,14.25,824.5718,0,,36.15281,41.922485,33.030437,37.330967,45.34215,43.87505
826,14.5,824.36084,0,,36.183926,41.961647,33.067482,37.367485,45.379696,43.914017
827,14.75,824.14984,0,,36.215034,42.000378,33.104195,37.4037,45.416893,43.952614
828,15.0,823.43744,0,,36.380424,42.190815,33.44547,37.73218,45.703453,44.17262
829,15.25,823.1727,0,,36.419323,42.24111,33.492607,37.778595,45.75117,44.223934
830,15.5,822.9077,0,,36.458267,42.290966,33.539433,37.824726,45.798553,44.274803
831,15.75,806.46387,0,,38.795086,43.707794,35.19702,39.52906,47.416702,45.62958
832,16.0,496.68552,0,,39.110947,42.093426,33.17535,37.413357,45.455776,44.083282
833,16.25,497.48416,0,,39.056248,42.05758,33.136093,37.37327,45.417355,44.057053
834,16.5,498.27765,0,,39.001823,42.02136,33.09661,37.33298,45.37869,44.030285
835,16.75,499.0661,0,,38.947727,41.984787,33.05691,37.29252,45.33978,44.002968
836,17.0,499.41296,0,,38.934315,41.981083,33.10641,37.33855,45.369263,44.012047
837,17.25,500.15527,0,,38.88333,41.948635,33.070385,37.30169,45.33395,43.988483
838,17.5,500.8932,0,,38.832638,41.91569,33.034046,37.264553,45.298283,43.96425
839,17.75,501.62662,0,,38.782238,41.882298,32.997425,37.227173,45.2623,43.93939
840,18.0,501.68585,0,,38.806217,41.91687,33.142227,37.36567,45.370842,44.012432
841,18.25,502.32196,0,,38.762432,41.895966,33.11602,37.338387,45.345562,43.99917
842,18.5,502.95715,0,,38.71873,41.87377,33.088882,37.310246,45.31931,43.984604
843,18.75,503.59076,0,,38.675144,41.850464,33.06096,37.281384,45.292206,43.968884
844,19.0,504.14276,0,,38.63401,41.82297,33.03179,37.251617,45.263565,43.960995
845,19.25,504.77274,0,,38.590702,41.797344,33.00222,37.221233,45.23471,43.942917
846,19.5,505.39954,0,,38.5476,41.77098,32.972145,37.19039,45.20531,43.923805
847,19.75,506.02322,0,,38.504704,41.743946,32.941616,37.159145,45.175423,43.90372
848,20.0,508.14343,0,,38.312046,41.583614,32.55007,36.779114,44.87719,43.75321
849,20.25,508.90768,0,,38.25919,41.535725,32.50157,36.7305,44.82887,43.707043
850,20.5,509.66794,0,,38.20655,41.48772,32.45303,36.681854,44.780487,43.66061
851,20.75,510.42426,0,,38.154125,41.43963,32.404446,36.633186,44.73204,43.613937
852,21.0,829.58344,0,,38.925026,41.67937,32.694687,36.97205,45.032005,43.791245
853,21.25,829.2838,0,,38.96783,41.70717,32.725452,37.003597,45.0618,43.809017
854,21.5,828.9847,0,,39.010586,41.73559,32.75673,37.035618,45.09216,43.82846
855,21.75,828.68616,0,,39.053307,41.764637,32.788517,37.06811,45.12309,43.849453
856,22.0,829.89417,0,,35.236458,41.60074,32.23925,36.543354,44.770874,43.58307
857,22.25,829.7602,0,,35.25664,41.58358,32.229656,36.535557,44.758377,43.55868
858,22.5,829.6273,0,,35.27651,41.567566,32.22101,36.528637,44.74694,43.535927
859,22.75,829.4955,0,,35.296066,41.552666,32.213238,36.522537,44.73651,43.514736
860,23.0,830.6185,0,,34.885986,41.15431,31.141382,35.52837,44.03885,43.016273
861,23.25,830.59045,0,,34.88812,41.11539,31.11289,35.501804,44.006516,42.966644
862,23.5,830.5651,0,,34.889748,41.077427,31.084953,35.47574,43.97485,42.918568
863,23.75,830.5427,0,,34.890884,41.04043,31.057564,35.45018,43.943848,42.872055
864,0.0,823.88,0,,29.543697,41.382343,32.029263,36.381466,44.585087,43.302242
865,0.25,823.5913,0,,29.58771,41.40718,32.057133,36.410152,44.611755,43.317852
866,0.5,823.3033,0,,29.631516,41.432575,32.08544,36.439243,44.638916,43.334713
867,0.75,823.0159,0,,29.675137,41.45853,32.114193,36.468746,44.666573,43.352783
868,1.0,824.8813,0,,28.952219,40.99434,30.57078,35.04241,43.705368,42.684914
869,1.25,824.7957,0,,28.965448,40.958923,30.548065,35.021732,43.678646,42.639645
870,1.5,824.71185,0,,28.978214,40.924538,30.526028,35.001682,43.65269,42.595932
871,1.75,824.6299,0,,28.99053,40.8912,30.504633,34.98222,43.627476,42.55373
872,2.0,823.14374,0,,29.58328,41.17174,31.694214,36.078556,44.32823,42.96022
873,2.25,822.92523,0,,29.616163,41.18546,31.711437,36.09664,44.344067,42.96844
874,2.5,822.70685,0,,29.648933,41.2001,31.729376,36.1154,44.36071,42.97788
875,2.75,822.48883,0,,29.681593,41.215637,31.748007,36.134796,44.378124,42.988464
876,3.0,822.2559,0,,29.731472,41.226524,31.794025,36.179276,44.404636,42.95513
877,3.25,822.0411,0,,29.763582,41.2421,31.812607,36.198605,44.422073,42.96634
878,3.5,821.82666,0,,29.795584,41.258514,31.831839,36.21854,44.440235,42.978577
879,3.75,821.61255,0,,29.827477,41.275703,31.85167,36.23903,44.45906,42.991764
880,4.0,818.41644,0,,30.740704,42.00268,33.508144,37.820206,45.71155,43.899036
881,4.25,817.9555,0,,30.807756,42.082844,33.584305,37.895515,45.788433,43.981297
882,4.5,817.49475,0,,30.87478,42.162575,33.66014,37.970516,45.864967,44.063076
883,4.75,817.03424,0,,30.941774,42.241867,33.735657,38.04522,45.941174,44.14439
884,5.0,805.30536,0,,38.749565,43.25947,34.746384,39.112328,46.983852,45.05134
885,5.25,804.58795,0,,38.85378,43.37474,34.857758,39.222786,47.095966,45.166386
886,5.5,803.87463,0,,38.957336,43.489273,34.96843,39.332546,47.207375,45.28074
887,5.75,803.16547,0,,39.06024,43.603073,35.078403,39.441616,47.31807,45.394394
888,6.0,487.29642,0,,35.93741,42.07206,33.16983,37.43148,45.458004,43.932392
889,6.25,487.9209,0,,35.89567,42.041946,33.13775,37.398865,45.426426,43.912014
890,6.5,488.53882,0,,35.85434,42.011967,33.10585,37.366455,45.395027,43.89152
891,6.75,489.1504,0,,35.813416,41.98212,33.074135,37.334225,45.363792,43.870903
892,7.0,490.22156,0,,39.10399,41.78007,32.637268,36.922314,45.049065,43.62187
893,7.25,490.90002,0,,39.05856,41.734898,32.59254,36.877674,45.004204,43.583237
894,7.5,491.57367,0,,39.013237,41.68998,32.548058,36.83328,44.9596,43.544384
895,7.75,492.24286,0,,38.968166,41.645294,32.5038,36.789116,44.91521,43.50532
896,8.0,492.1621,0,,38.99998,41.69348,32.681488,36.955666,45.02307,43.552856
897,8.25,492.7479,0,,38.960815,41.65869,32.646194,36.92022,44.98799,43.524834
898,8.5,493.3286,0,,38.921963,41.62412,32.611134,36.885,44.95313,43.496693
899,8.75,493.90466,0,,38.883377,41.589687,32.57622,36.849945,44.918404,43.46827
900,9.0,508.77826,0,,38.215107,41.08797,31.845194,36.11733,44.299385,43.00721
901,9.25,827.69806,0,,39.163254,41.5896,32.495266,36.803864,44.898315,43.439434
902,9.5,827.53125,0,,39.185085,41.584915,32.496994,36.807064,44.897984,43.434074
903,9.75,827.3656,0,,39.206825,41.58133,32.499557,36.81103,44.89858,43.42978
904,10.0,827.0713,0,,39.242912,41.58111,32.536613,36.8481,44.919167,43.466335
905,10.25,826.8904,0,,39.26744,41.586685,32.546776,36.859303,44.927925,43.470776
906,10.5,826.7079,0,,39.29239,41.594555,32.558746,36.87221,44.938652,43.477207
907,10.75,826.5245,0,,39.317642,41.60431,32.572186,36.8865,44.95097,43.485317
908,11.0,826.92523,0,,35.689526,41.5797,32.377075,36.69822,44.839256,43.413937
909,11.25,826.819,0,,35.70437,41.571117,32.3736,36.69597,44.834145,43.403942
910,11.5,826.71405,0,,35.71901,41.563587,32.370934,36.69446,44.82992,43.394993
911,11.75,826.61035,0,,35.73345,41.55711,32.369076,36.693695,44.826588,43.38708
912,12.0,826.4534,0,,35.771793,41.558907,32.42038,36.74284,44.854828,43.44634
913,12.25,826.3347,0,,35.788723,41.563385,32.427563,36.750656,44.861134,43.449154
914,12.5,826.2164,0,,35.805637,41.568993,32.43561,36.75927,44.86839,43.453033
915,12.75,826.0983,0,,35.822514,41.57555,32.44437,36.76856,44.87643,43.45784
916,13.0,825.7979,0,,35.910213,41.6449,32.617027,36.93244,44.994335,43.543457
917,13.25,825.64233,0,,35.933067,41.668777,32.64042,36.95573,45.017864,43.56537
918,13.5,825.4871,0,,35.95584,41.692463,32.663662,36.978867,45.041233,43.58727
919,13.75,825.3325,0,,35.978546,41.71595,32.686745,37.00185,45.064434,43.609127
920,14.0,824.7676,0,,36.1239,41.884697,32.99496,37.29605,45.306133,43.83746
921,14.25,824.5569,0,,36.15499,41.924286,33.032314,37.33286,45.344013,43.8768
922,14.5,824.34595,0,,36.186096,41.96346,33.06936,37.369385,45.38157,43.915787
923,14.75,824.1351,0,,36.217197,42.002205,33.106087,37.405598,45.418774,43.95439
924,15.0,823.4228,0,,36.382572,42.192673,33.447384,37.734108,45.70536,44.174435
925,15.25,823.15814,0,,36.421463,42.242973,33.494522,37.780525,45.753082,44.225758
926,15.5,822.8932,0,,36.460396,42.292835,33.54135,37.826653,45.800465,44.27663
927,15.75,806.42816,0,,38.800262,43.71351,35.20254,39.534534,47.422256,45.635204
928,16.0,496.73273,0,,39.10772,42.090942,33.17274,37.41072,45.4532,44.081184
929,16.25,497.5311,0,,39.053032,42.055088,33.133476,37.370625,45.414772,44.05493
930,16.5,498.32428,0,,38.998627,42.018856,33.09399,37.330338,45.3761,44.02815
931,16.75,499.11246,0,,38.94455,41.98227,33.054295,37.289867,45.337185,44.000824
932,17.0,499.45926,0,,38.93114,41.978558,33.10377,37.335888,45.366646,44.009865
933,17.25,500.20123,0,,38.880173,41.9461,33.06775,37.299026,45.331326,43.98628
934,17.5,500.9389,0,,38.8295,41.913147,33.031403,37.261887,45.29565,43.96203
935,17.75,501.6721,0,,38.779118,41.87974,32.99478,37.224503,45.259663,43.937145
936,18.0,501.73126,0,,38.80309,41.91431,33.139557,37.36298,45.36819,44.010136
937,18.25,502.3672,0,,38.75932,41.893394,33.113342,37.33569,45.34291,43.996853
938,18.5,503.00223,0,,38.71563,41.871185,33.0862,37.307545,45.316643,43.982265
939,18.75,503.6356,0,,38.672062,41.847862,33.05827,37.278675,45.289536,43.966526
940,19.0,504.1874,0,,38.63094,41.82036,33.029095,37.248905,45.260887,43.958614
941,19.25,504.81708,0,,38.587643,41.794724,32.999523,37.21852,45.23202,43.940525
942,19.5,505.4437,0,,38.54455,41.768356,32.969448,37.187675,45.202625,43.921394
